  Title : 6-trpl-0,96uw-20s-n1
  Version : 1 975 M
  Revision : 12 bits ADC
  Date : 2019-05-22
  Time : 21:54:02
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1  ( Time[ns]  No_of_photons )
4.332334 , 1558
4.336406 , 1573
4.340478 , 1578
4.344549 , 1566
4.348621 , 1614
4.352693 , 1564
4.356765 , 1455
4.360836 , 1537
4.364908 , 1582
4.368980 , 1547
4.373052 , 1488
4.377123 , 1493
4.381195 , 1524
4.385267 , 1542
4.389339 , 1530
4.393410 , 1538
4.397482 , 1504
4.401554 , 1542
4.405626 , 1470
4.409697 , 1471
4.413769 , 1486
4.417841 , 1454
4.421913 , 1430
4.425984 , 1429
4.430056 , 1447
4.434128 , 1416
4.438199 , 1365
4.442271 , 1414
4.446343 , 1382
4.450415 , 1533
4.454486 , 1442
4.458558 , 1442
4.462630 , 1357
4.466702 , 1405
4.470773 , 1405
4.474845 , 1412
4.478917 , 1393
4.482989 , 1355
4.487060 , 1353
4.491132 , 1375
4.495204 , 1312
4.499276 , 1321
4.503347 , 1304
4.507419 , 1375
4.511491 , 1308
4.515563 , 1399
4.519634 , 1311
4.523706 , 1327
4.527778 , 1347
4.531850 , 1304
4.535921 , 1248
4.539993 , 1283
4.544065 , 1280
4.548137 , 1296
4.552208 , 1255
4.556280 , 1230
4.560352 , 1191
4.564424 , 1307
4.568495 , 1267
4.572567 , 1225
4.576639 , 1266
4.580710 , 1243
4.584782 , 1261
4.588854 , 1211
4.592926 , 1233
4.596997 , 1177
4.601069 , 1217
4.605141 , 1187
4.609213 , 1207
4.613284 , 1267
4.617356 , 1187
4.621428 , 1208
4.625500 , 1208
4.629571 , 1214
4.633643 , 1225
4.637715 , 1189
4.641787 , 1198
4.645858 , 1153
4.649930 , 1165
4.654002 , 1174
4.658074 , 1128
4.662145 , 1189
4.666217 , 1134
4.670289 , 1143
4.674361 , 1151
4.678432 , 1203
4.682504 , 1155
4.686576 , 1085
4.690648 , 1184
4.694719 , 1100
4.698791 , 1126
4.702863 , 1166
4.706935 , 1090
4.711006 , 1087
4.715078 , 1090
4.719150 , 1072
4.723221 , 1091
4.727293 , 1099
4.731365 , 1156
4.735437 , 1126
4.739508 , 1113
4.743580 , 1050
4.747652 , 1044
4.751724 , 1119
4.755795 , 1041
4.759867 , 1126
4.763939 , 1047
4.768011 , 1082
4.772082 , 1060
4.776154 , 1084
4.780226 , 1048
4.784298 , 1053
4.788369 , 1109
4.792441 , 1054
4.796513 , 1040
4.800585 , 1020
4.804656 , 1031
4.808728 , 1008
4.812800 , 1040
4.816872 , 1040
4.820943 , 1106
4.825015 ,  988
4.829087 , 1050
4.833159 ,  998
4.837230 ,  987
4.841302 ,  951
4.845374 ,  975
4.849446 ,  954
4.853517 ,  996
4.857589 , 1005
4.861661 ,  969
4.865732 ,  980
4.869804 ,  939
4.873876 , 1000
4.877948 ,  975
4.882019 ,  954
4.886091 ,  991
